sesion_id,acta_id,nroperiodo,tipo_periodo,reunion,sesion,tipo_sesion,numero,fecha,hora,base_mayoria,tipo_mayoria,titulo,resultado,presidente_nombre,persona_id,votos_afirmativos,votos_negativos,abstenciones,ausentes
HCDN135R24,3725,135,Extraordinario,24,2,Especial,6,2017-12-18,16:25,Votos Emitidos,Más de la mitad,"Moción de Orden para pedir pase a cuarto intermedio solicitada por el Diputado CLERI, Marcos. Votación.-",NEGATIVO,MONZÓ Emilio,,109,131,1,15
HCDN135R24,3726,135,Extraordinario,24,2,Especial,7,2017-12-19,00:42,Votos Emitidos,Más de la mitad,"Solicitud de vuelta a Comisión solicitada por la Diputada CAMAÑO, Graciela. Votación.-",NEGATIVO,MONZÓ Emilio,,107,127,0,22
HCDN135R24,3727,135,Extraordinario,24,2,Especial,8,2017-12-19,07:05,Votos Emitidos,Más de la mitad,Expediente 123-S-2017 - Orden del Día 3 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,127,117,2,10
HCDN135R24,3728,135,Extraordinario,24,2,Especial,9,2017-12-19,07:08,Votos Emitidos,Más de la mitad,Expediente 123-S-2017 Orden del Día 3 - Artículo 1,AFIRMATIVO,MONZÓ Emilio,,127,118,2,9
HCDN135R25,3731,135,Extraordinario,25,2,Especial,12,2017-12-20,01:05,Votos Emitidos,Más de la mitad,Expediente 20-PE-2017 y 17-PE-2017- Orden del Día 4 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,146,77,18,15
HCDN135R25,3732,135,Extraordinario,25,2,Especial,13,2017-12-20,01:57,Votos Emitidos,Más de la mitad,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 49.,AFIRMATIVO,MONZÓ Emilio,,118,93,18,27
HCDN135R25,3733,135,Extraordinario,25,2,Especial,14,2017-12-20,02:07,Votos Emitidos,Más de la mitad,Expedientes 17-PE-2017 y 20-PE-2017 Orden del Día 4 - Artículo 87,AFIRMATIVO,MONZÓ Emilio,,117,103,2,34
HCDN135R25,3734,135,Extraordinario,25,2,Especial,15,2017-12-20,02:55,Votos Emitidos,Más de la mitad,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 146 y 147.,AFIRMATIVO,MONZÓ Emilio,,154,12,53,37
HCDN135R25,3735,135,Extraordinario,25,2,Especial,16,2017-12-20,02:58,Votos Emitidos,Más de la mitad,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 150,AFIRMATIVO,MONZÓ Emilio,,153,9,58,36
HCDN135R25,3736,135,Extraordinario,25,2,Especial,17,2017-12-20,03:03,Votos Emitidos,Más de la mitad,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 171.,AFIRMATIVO,MONZÓ Emilio,,130,91,1,34
HCDN135R25,3737,135,Extraordinario,25,2,Especial,18,2017-12-20,03:26,Votos Emitidos,Más de la mitad,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 221.-,AFIRMATIVO,MONZÓ Emilio,,108,69,22,57
HCDN135R25,3738,135,Extraordinario,25,2,Especial,19,2017-12-20,03:50,Votos Emitidos,Más de la mitad,Expediente 151-S-2017 - Votación en General y Particular.-,AFIRMATIVO,MONZÓ Emilio,,195,6,6,49
HCDN135R25,3739,135,Extraordinario,25,2,Especial,20,2017-12-20,04:15,Votos Emitidos,Más de la mitad,Expediente 6514-D-2017 - Votación en General y Particular.,AFIRMATIVO,MONZÓ Emilio,,203,0,1,52
HCDN135R26,3745,135,Extraordinario,26,3,Especial,6,2017-12-22,01:15,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 56.,AFIRMATIVO,MONZÓ Emilio,,142,80,0,34
HCDN135R26,3746,135,Extraordinario,26,3,Especial,7,2017-12-22,01:21,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 95.,AFIRMATIVO,MONZÓ Emilio,,139,81,2,34
HCDN135R26,3747,135,Extraordinario,26,3,Especial,8,2017-12-22,01:22,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 96.,AFIRMATIVO,MONZÓ Emilio,,140,81,1,34
HCDN135R26,3748,135,Extraordinario,26,3,Especial,9,2017-12-22,01:25,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 101.,AFIRMATIVO,MONZÓ Emilio,,141,80,1,34
HCDN135R26,3749,135,Extraordinario,26,3,Especial,10,2017-12-22,01:27,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 105.,AFIRMATIVO,MONZÓ Emilio,,133,85,0,38
HCDN135R26,3750,135,Extraordinario,26,3,Especial,11,2017-12-22,01:38,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 117.,AFIRMATIVO,MONZÓ Emilio,,146,60,15,35
HCDN135R26,3751,135,Extraordinario,26,3,Especial,12,2017-12-22,01:40,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 118.,AFIRMATIVO,MONZÓ Emilio,,146,74,0,36
HCDN135R26,3752,135,Extraordinario,26,3,Especial,13,2017-12-22,03:38,Votos Emitidos,Más de la mitad,Expediente 125-S-2017 - Orden del Día 6 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,159,55,3,39
HCDN135R26,3753,135,Extraordinario,26,3,Especial,14,2017-12-22,03:42,Votos Emitidos,Más de la mitad,Expediente 124-S-2017 - Orden del Día 7 - Votación en General y Particular.-,AFIRMATIVO,MONZÓ Emilio,,145,53,20,38
HCDN135R26,3754,135,Extraordinario,26,3,Especial,15,2017-12-22,03:43,Votos Emitidos,Más de la mitad,Expediente 23-PE-2017 - Orden del Día 8. Votación en General.-,AFIRMATIVO,MONZÓ Emilio,,212,6,0,38
HCDN135R26,3755,135,Extraordinario,26,3,Especial,16,2017-12-22,03:47,Miembros del Cuerpo,Más de la mitad,Expediente 23-PE-2017 - Orden del Día 8 - Artículo 1.-,AFIRMATIVO,MONZÓ Emilio,,214,3,0,39
HCDN135R26,3740,135,Extraordinario,26,3,Especial,1,2017-12-21,14:06,Votos Emitidos,Tres cuartos,"Pedido de Apartamiento del Reglamento solicitado por la Diputada GONZÁLEZ SELIGRA, Nathalia.",NEGATIVO,MONZÓ Emilio,,68,113,0,75
HCDN135R26,3756,135,Extraordinario,26,3,Especial,17,2017-12-22,03:48,Miembros del Cuerpo,Más de la mitad,Expediente 23-PE-2017 - Orden del Día 8 - Artículo 4.-,AFIRMATIVO,MONZÓ Emilio,,212,3,2,39
HCDN135R26,3741,135,Extraordinario,26,3,Especial,2,2017-12-22,00:37,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Votación en General.-,AFIRMATIVO,MONZÓ Emilio,,165,64,1,26
HCDN135R26,3757,135,Extraordinario,26,3,Especial,18,2017-12-22,03:49,Miembros del Cuerpo,Más de la mitad,Expediente 23-PE-2017 - Orden del Día 8 - Artículos 5 y 6.-,AFIRMATIVO,MONZÓ Emilio,,213,3,1,39
HCDN135R26,3742,135,Extraordinario,26,3,Especial,3,2017-12-22,00:44,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 6.,AFIRMATIVO,MONZÓ Emilio,,139,90,0,27
HCDN135R26,3758,135,Extraordinario,26,3,Especial,19,2017-12-22,03:59,Votos Emitidos,Más de la mitad,Expediente 25-PE-2017 - Votación en General y Particular,AFIRMATIVO,MONZÓ Emilio,,215,0,0,41
HCDN135R26,3743,135,Extraordinario,26,3,Especial,4,2017-12-22,00:49,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 8.-,AFIRMATIVO,MONZÓ Emilio,,143,86,0,27
HCDN135R26,3744,135,Extraordinario,26,3,Especial,5,2017-12-22,01:05,Votos Emitidos,Más de la mitad,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 32.,AFIRMATIVO,MONZÓ Emilio,,146,81,0,29
HCDN134R02,1841,134,Ordinario,2,2,Especial,1,2016-03-15,13:09,Votos Emitidos,Más de la mitad,"Moción de Orden solicitada por el Diputado RECALDE, Héctor Pedro",NEGATIVO,MONZÓ Emilio,,84,164,3,5
HCDN134R02,1842,134,Ordinario,2,2,Especial,2,2016-03-15,13:14,Votos Emitidos,Más de la mitad,Expediente 03-PE-2016 - Votación,AFIRMATIVO,MONZÓ Emilio,,239,0,11,6
HCDN134R02,1843,134,Ordinario,2,2,Especial,3,2016-03-16,08:35,Votos Emitidos,Más de la mitad,Expediente 01-PE-2016 - Orden del Día 13 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,165,86,0,5
HCDN134R03,1839,134,Ordinario,3,3,Especial,1,2016-04-06,12:37,Votos Emitidos,Tres cuartos,"Moción de Orden solicitada por la Diputada BREGMAN, Myriam.",NEGATIVO,MONZÓ Emilio,,89,131,16,20
HCDN134R03,1840,134,Ordinario,3,3,Especial,2,2016-04-06,17:48,Votos Emitidos,Más de la mitad,Expediente 1275-D-16. Votación.,AFIRMATIVO,MONZÓ Emilio,,134,14,12,96
HCDN134R06,1844,134,Ordinario,6,5,Tablas,1,2016-05-18,13:30,Votos Emitidos,Dos tercios,Pedido de Tratamiento sobre Tablas,NEGATIVO,MONZÓ Emilio,,141,92,4,19
HCDN134R06,1845,134,Ordinario,6,5,Tablas,2,2016-05-18,13:51,Votos Emitidos,Más de la mitad,Expediente 5280-D-15 - Orden del Día 67 - Votación en General y Particular.,AFIRMATIVO,MONZÓ Emilio,,230,0,3,23
HCDN134R06,1846,134,Ordinario,6,5,Tablas,3,2016-05-18,13:52,Votos Emitidos,Más de la mitad,Expediente 04-PE-16 (y otros) - Votación en General y Particular.,AFIRMATIVO,MONZÓ Emilio,,231,0,3,22
HCDN134R06,1847,134,Ordinario,6,5,Tablas,4,2016-05-18,18:07,Votos Emitidos,Más de la mitad,Expediente 08-PE-16 - Orden del Día 23 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,229,4,1,22
HCDN134R06,1848,134,Ordinario,6,5,Tablas,5,2016-05-18,22:39,Votos Emitidos,Más de la mitad,Expediente 09-PE-16 - Orden del Día 43 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,232,0,7,17
HCDN134R06,1849,134,Ordinario,6,5,Tablas,6,2016-05-19,05:44,Votos Emitidos,Más de la mitad,Expediente 07-S-16 - Orden del Día 109 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,147,3,88,18
HCDN134R07,1851,134,Ordinario,7,6,Tablas,2,2016-06-01,20:54,Votos Emitidos,Más de la mitad,Expediente 06-PE-16 - Orden del Día 111 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,171,11,9,65
HCDN134R07,1852,134,Ordinario,7,6,Tablas,3,2016-06-01,21:21,Votos Emitidos,Más de la mitad,Expediente 07-PE-16 - Orden del Día 112 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,129,9,3,115
HCDN134R07,1850,134,Ordinario,7,6,Tablas,1,2016-06-01,15:48,Votos Emitidos,Dos tercios,"Solicitud de Tratamiento sobre Tablas del Diputado RAFFO, Julio César.",NEGATIVO,MONZÓ Emilio,,128,76,0,52
HCDN134R08,2168,134,Ordinario,8,7,Especial,15,2016-06-16,01:26,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 13,AFIRMATIVO,MONZÓ Emilio,,149,86,1,20
HCDN134R08,2184,134,Ordinario,8,7,Especial,31,2016-06-16,02:37,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 37,AFIRMATIVO,MONZÓ Emilio,,145,83,0,28
HCDN134R08,2169,134,Ordinario,8,7,Especial,16,2016-06-16,01:29,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 14,AFIRMATIVO,MONZÓ Emilio,,144,91,0,21
HCDN134R08,2185,134,Ordinario,8,7,Especial,32,2016-06-16,02:39,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 38,AFIRMATIVO,MONZÓ Emilio,,144,81,1,30
HCDN134R08,2031,134,Ordinario,8,7,Especial,1,2016-06-15,12:06,Votos Emitidos,Más de la mitad,Expediente 0070-S-2015 - Votación en General y Particular,AFIRMATIVO,MONZÓ Emilio,,212,0,0,44
HCDN134R08,2170,134,Ordinario,8,7,Especial,17,2016-06-16,01:31,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 15 a 21,AFIRMATIVO,MONZÓ Emilio,,151,83,0,22
HCDN134R08,2186,134,Ordinario,8,7,Especial,33,2016-06-16,03:04,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 39 a 55,AFIRMATIVO,MONZÓ Emilio,,143,78,0,35
HCDN134R08,2155,134,Ordinario,8,7,Especial,2,2016-06-16,00:37,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,162,76,3,15
HCDN134R08,2171,134,Ordinario,8,7,Especial,18,2016-06-16,01:43,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 21 bis,AFIRMATIVO,MONZÓ Emilio,,231,7,0,18
HCDN134R08,2187,134,Ordinario,8,7,Especial,34,2016-06-16,03:10,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 55 bis,AFIRMATIVO,MONZÓ Emilio,,217,6,0,33
HCDN134R08,2156,134,Ordinario,8,7,Especial,3,2016-06-16,00:47,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 1,AFIRMATIVO,MONZÓ Emilio,,164,76,0,16
HCDN134R08,2172,134,Ordinario,8,7,Especial,19,2016-06-16,01:47,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 22 a 24,AFIRMATIVO,MONZÓ Emilio,,229,6,1,20
HCDN134R08,2188,134,Ordinario,8,7,Especial,35,2016-06-16,03:21,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 56 a 65,AFIRMATIVO,MONZÓ Emilio,,140,80,3,33
HCDN134R08,2157,134,Ordinario,8,7,Especial,4,2016-06-16,00:51,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 2,AFIRMATIVO,MONZÓ Emilio,,151,90,0,15
HCDN134R08,2173,134,Ordinario,8,7,Especial,20,2016-06-16,01:51,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 25,AFIRMATIVO,MONZÓ Emilio,,227,5,0,24
HCDN134R08,2189,134,Ordinario,8,7,Especial,36,2016-06-16,03:24,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 66 a 69,AFIRMATIVO,MONZÓ Emilio,,138,83,1,34
HCDN134R08,2158,134,Ordinario,8,7,Especial,5,2016-06-16,00:54,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 3,AFIRMATIVO,MONZÓ Emilio,,158,82,0,16
HCDN134R08,2174,134,Ordinario,8,7,Especial,21,2016-06-16,01:54,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 25 bis,AFIRMATIVO,MONZÓ Emilio,,227,6,1,22
HCDN134R08,2190,134,Ordinario,8,7,Especial,37,2016-06-16,03:27,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 70 a 78,AFIRMATIVO,MONZÓ Emilio,,143,83,0,30
HCDN134R08,2159,134,Ordinario,8,7,Especial,6,2016-06-16,00:56,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 4,AFIRMATIVO,MONZÓ Emilio,,161,79,0,16
HCDN134R08,2175,134,Ordinario,8,7,Especial,22,2016-06-16,02:03,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 26 y 27,AFIRMATIVO,MONZÓ Emilio,,127,94,0,35
HCDN134R08,2191,134,Ordinario,8,7,Especial,38,2016-06-16,03:34,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 79 y 80,AFIRMATIVO,MONZÓ Emilio,,146,81,2,27
HCDN134R08,2160,134,Ordinario,8,7,Especial,7,2016-06-16,01:01,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 5,AFIRMATIVO,MONZÓ Emilio,,135,105,0,16
HCDN134R08,2176,134,Ordinario,8,7,Especial,23,2016-06-16,02:09,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 28,AFIRMATIVO,MONZÓ Emilio,,122,80,3,51
HCDN134R08,2192,134,Ordinario,8,7,Especial,39,2016-06-16,03:44,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 81 a 88,AFIRMATIVO,MONZÓ Emilio,,137,84,0,35
HCDN134R08,2161,134,Ordinario,8,7,Especial,8,2016-06-16,01:02,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 6,AFIRMATIVO,MONZÓ Emilio,,152,87,0,17
HCDN134R08,2177,134,Ordinario,8,7,Especial,24,2016-06-16,02:11,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 29 y 30,AFIRMATIVO,MONZÓ Emilio,,127,86,0,43
HCDN134R08,2193,134,Ordinario,8,7,Especial,40,2016-06-16,03:50,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 89,AFIRMATIVO,MONZÓ Emilio,,124,85,1,46
HCDN134R08,2162,134,Ordinario,8,7,Especial,9,2016-06-16,01:03,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 7,AFIRMATIVO,MONZÓ Emilio,,156,82,0,18
HCDN134R08,2178,134,Ordinario,8,7,Especial,25,2016-06-16,02:14,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 31,AFIRMATIVO,MONZÓ Emilio,,124,90,0,42
HCDN134R08,2194,134,Ordinario,8,7,Especial,41,2016-06-16,03:53,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículos 90 a 92,AFIRMATIVO,MONZÓ Emilio,,131,3,4,118
HCDN134R08,2163,134,Ordinario,8,7,Especial,10,2016-06-16,01:05,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 8,AFIRMATIVO,MONZÓ Emilio,,160,79,0,17
HCDN134R08,2179,134,Ordinario,8,7,Especial,26,2016-06-16,02:21,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 32,AFIRMATIVO,MONZÓ Emilio,,126,102,0,28
HCDN134R08,2164,134,Ordinario,8,7,Especial,11,2016-06-16,01:08,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 9,AFIRMATIVO,MONZÓ Emilio,,164,75,0,17
HCDN134R08,2180,134,Ordinario,8,7,Especial,27,2016-06-16,02:22,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 33,AFIRMATIVO,MONZÓ Emilio,,124,100,2,30
HCDN134R08,2165,134,Ordinario,8,7,Especial,12,2016-06-16,01:12,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 10,AFIRMATIVO,MONZÓ Emilio,,157,81,0,18
HCDN134R08,2181,134,Ordinario,8,7,Especial,28,2016-06-16,02:26,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 34,AFIRMATIVO,MONZÓ Emilio,,147,84,0,25
HCDN134R08,2166,134,Ordinario,8,7,Especial,13,2016-06-16,01:13,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 11,AFIRMATIVO,MONZÓ Emilio,,162,78,0,16
HCDN134R08,2182,134,Ordinario,8,7,Especial,29,2016-06-16,02:31,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 35,AFIRMATIVO,MONZÓ Emilio,,146,85,0,25
HCDN134R08,2167,134,Ordinario,8,7,Especial,14,2016-06-16,01:16,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 12,AFIRMATIVO,MONZÓ Emilio,,158,77,0,21
HCDN134R08,2183,134,Ordinario,8,7,Especial,30,2016-06-16,02:35,Votos Emitidos,Más de la mitad,Expediente 15-PE-16 - Orden del Día 186 - Artículo 36,AFIRMATIVO,MONZÓ Emilio,,147,84,0,25
HCDN134R09,2195,134,Ordinario,9,8,Especial,1,2016-06-23,14:12,Votos Emitidos,Más de la mitad,Expediente 2578-D-16 - Orden del Día 228. - Votación.,AFIRMATIVO,MONZÓ Emilio,,137,49,1,69
HCDN134R09,2196,134,Ordinario,9,8,Especial,2,2016-06-23,18:46,Votos Emitidos,Más de la mitad,Expediente 1331-D-16 (y otros) - Orden del Día 246 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,193,5,0,58
HCDN134R09,2197,134,Ordinario,9,8,Especial,3,2016-06-24,00:06,Votos Emitidos,Más de la mitad,Expediente 1880-D-16 - Orden del Día 247 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,135,50,3,68
HCDN134R10,2200,134,Ordinario,10,9,Especial,3,2016-06-30,15:18,Votos Emitidos,Más de la mitad,Expediente 10-PE-16 - Orden del Día 249 - Votación,AFIRMATIVO,MONZÓ Emilio,,195,0,4,57
HCDN134R10,2201,134,Ordinario,10,9,Especial,4,2016-06-30,15:21,Votos Emitidos,Más de la mitad,Expediente 154-S-14 - Votación en General y Particular,AFIRMATIVO,MONZÓ Emilio,,192,0,1,63
HCDN134R10,2202,134,Ordinario,10,9,Especial,5,2016-06-30,18:44,Votos Emitidos,Más de la mitad,Expediente 1656-D-2016 - Orden del Día 251 - Votación en General,AFIRMATIVO,MONZÓ Emilio,,197,4,0,55
HCDN134R10,2203,134,Ordinario,10,9,Especial,6,2016-07-01,00:18,Votos Emitidos,Más de la mitad,Expediente 14-PE-16 - Orden del Día 252 - Votación en General,AFIRMATIVO,MONZÓ Emilio,,197,3,0,56
HCDN134R10,2204,134,Ordinario,10,9,Especial,7,2016-07-01,01:19,Votos Emitidos,Más de la mitad,Expediente 14-PE-16 - Orden del Día 252 - Artículo 31,AFIRMATIVO,MONZÓ Emilio,,95,87,0,74
HCDN134R10,2205,134,Ordinario,10,9,Especial,8,2016-07-01,01:26,Votos Emitidos,Más de la mitad,Expediente 4023-D-2014 - Votación,AFIRMATIVO,MONZÓ Emilio,,179,1,0,76
HCDN134R10,2198,134,Ordinario,10,9,Especial,1,2016-06-30,14:32,Votos Emitidos,Tres cuartos,"Moción de Apartamiento de Reglamento solicitada por el Diputado SOLANAS, Julio Rodolfo.",NEGATIVO,MONZÓ Emilio,,120,80,1,55
HCDN134R10,2199,134,Ordinario,10,9,Especial,2,2016-06-30,14:42,Votos Emitidos,Tres cuartos,"Moción de Apartamiento de Reglamento solicitada por el Diputado MARTÍNEZ, Norman Darío",NEGATIVO,MONZÓ Emilio,,114,81,0,61
HCDN134R13,2412,134,Ordinario,13,12,Especial,1,2016-09-01,16:07,Votos Emitidos,Más de la mitad,Expediente 64-S-16 - Orden del Día 404 - Votación en General y Particular.-,AFIRMATIVO,MONZÓ Emilio,,150,3,1,102
HCDN134R13,2413,134,Ordinario,13,12,Especial,2,2016-09-01,18:03,Votos Emitidos,Más de la mitad,Expediente 12-S-16 - Orden del Día 365 - Votación en General y Particular.,AFIRMATIVO,MONZÓ Emilio,,124,38,0,94
HCDN134R14,2741,134,Ordinario,14,13,Tablas,1,2016-09-14,14:33,Votos Emitidos,Dos tercios,Expediente 08-PE-2016,AFIRMATIVO,MONZÓ Emilio,,182,16,0,58
HCDN134R14,2742,134,Ordinario,14,13,Tablas,2,2016-09-14,15:17,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley y Resolución.,AFIRMATIVO,MONZÓ Emilio,,204,0,0,52
HCDN134R14,2743,134,Ordinario,14,13,Tablas,3,2016-09-14,16:04,Votos Emitidos,Más de la mitad,Expediente 19-PE-16 - Orden del Día 409 - Votación en General y Particular.,AFIRMATIVO,GIOJA José Luis,,136,11,7,102
HCDN134R14,2744,134,Ordinario,14,13,Tablas,4,2016-09-14,18:08,Votos Emitidos,Más de la mitad,Expediente 138-S-15 - Orden del Día 403 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,162,13,0,81
HCDN134R15,2749,134,Ordinario,15,14,Tablas,5,2016-09-28,19:28,Votos Emitidos,Más de la mitad,Expediente 68-S-16 - Orden del Día 533 - Votación en General y Particular.,AFIRMATIVO,MONZÓ Emilio,,186,5,1,64
HCDN134R15,2750,134,Ordinario,15,14,Tablas,6,2016-09-28,21:40,Votos Emitidos,Más de la mitad,Expediente 0073-S-2016 Orden del Día 563 - Votación en General y Particular.,AFIRMATIVO,MONZÓ Emilio,,177,0,0,79
HCDN134R15,2751,134,Ordinario,15,14,Tablas,7,2016-09-28,21:49,Votos Emitidos,Más de la mitad,Expediente 0089-S-2016 - Votación en General y Particular.,AFIRMATIVO,MONZÓ Emilio,,157,6,4,89
HCDN134R15,2745,134,Ordinario,15,14,Tablas,1,2016-09-28,14:17,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,MONZÓ Emilio,,206,0,0,50
HCDN134R15,2746,134,Ordinario,15,14,Tablas,2,2016-09-28,14:21,Votos Emitidos,Más de la mitad,Expediente 86-S-16 - Votación en General y Particular,AFIRMATIVO,MONZÓ Emilio,,201,0,4,51
HCDN134R15,2747,134,Ordinario,15,14,Tablas,3,2016-09-28,17:53,Votos Emitidos,Más de la mitad,Expediente 67-S-16 - Orden del Día 532 - Votación en General.,AFIRMATIVO,MONZÓ Emilio,,142,59,4,51
HCDN134R15,2748,134,Ordinario,15,14,Tablas,4,2016-09-28,19:06,Votos Emitidos,Más de la mitad,Expediente 67-S-16 - Orden del Día 532 - Artículo 1,AFIRMATIVO,MONZÓ Emilio,,125,81,6,44
HCDN134R17,3047,134,Ordinario,17,16,Especial,14,2016-10-20,02:23,Miembros del Cuerpo,Más de la mitad,Expediente 18-PE-16 - Orden del Día 691 - Artículo 15.,AFIRMATIVO,MONZÓ Emilio,,147,74,0,35
HCDN134R17,3063,134,Ordinario,17,16,Especial,30,2016-10-20,03:36,Miembros del Cuerpo,Más de la mitad,Expediente 18-PE-16 - Orden del Día 691 - Artículos 64 a 66.,AFIRMATIVO,MONZÓ Emilio,,146,67,1,42
HCDN134R17,3079,134,Ordinario,17,16,Especial,46,2016-10-20,04:20,Miembros del Cuerpo,Más de la mitad,Expediente 18-PE-16 - Orden del Día 691 - Artículo 99.,AFIRMATIVO,MONZÓ Emilio,,157,38,3,58
HCDN134R17,3048,134,Ordinario,17,16,Especial,15,2016-10-20,02:30,Miembros del Cuerpo,Más de la mitad,Expediente 18-PE-16 - Orden del Día 691 - Artículo 16.,AFIRMATIVO,MONZÓ Emilio,,214,3,4,35
HCDN134R17,3064,134,Ordinario,17,16,Especial,31,2016-10-20,03:38,Miembros del Cuerpo,Más de la mitad,Expediente 18-PE-16 - Orden del Día 691 - Artículo 67.,AFIRMATIVO,MONZÓ Emilio,,148,69,0,39
